Id;Produto;DescProduto;Cor;DescCor;Tamanhho;DescTamanho
205788.4500.1;205788;BLUSA FEMININA;4500;UVA (18-1720) (LAV);1;P
205788.4500.2;205788;BLUSA FEMININA;4500;UVA (18-1720) (LAV);2;M
205788.4500.3;205788;BLUSA FEMININA;4500;UVA (18-1720) (LAV);3;G
205788.4500.4;205788;BLUSA FEMININA;4500;UVA (18-1720) (LAV);4;GG
205788.4500.5;205788;BLUSA FEMININA;4500;UVA (18-1720) (LAV);5;1
205788.4500.6;205788;BLUSA FEMININA;4500;UVA (18-1720) (LAV);6;2
205788.4500.7;205788;BLUSA FEMININA;4500;UVA (18-1720) (LAV);7;3
205788.4500.8;205788;BLUSA FEMININA;4500;UVA (18-1720) (LAV);8;4
205788.4500.9;205788;BLUSA FEMININA;4500;UVA (18-1720) (LAV);9;6
205788.4500.10;205788;BLUSA FEMININA;4500;UVA (18-1720) (LAV);10;8
205788.4842.1;205788;BLUSA FEMININA;4842;MELANCIA 17-1929;1;P
205788.4842.2;205788;BLUSA FEMININA;4842;MELANCIA 17-1929;2;M
205788.4842.3;205788;BLUSA FEMININA;4842;MELANCIA 17-1929;3;G
205788.4842.4;205788;BLUSA FEMININA;4842;MELANCIA 17-1929;4;GG
205788.4842.5;205788;BLUSA FEMININA;4842;MELANCIA 17-1929;5;1
205788.4842.6;205788;BLUSA FEMININA;4842;MELANCIA 17-1929;6;2
205788.4842.7;205788;BLUSA FEMININA;4842;MELANCIA 17-1929;7;3
205788.4842.8;205788;BLUSA FEMININA;4842;MELANCIA 17-1929;8;4
205788.4842.9;205788;BLUSA FEMININA;4842;MELANCIA 17-1929;9;6
205788.4842.10;205788;BLUSA FEMININA;4842;MELANCIA 17-1929;10;8
205851.0102.1;205851;CAMISETA MASCULINA;102;CINZA CLARO;1;1
205851.0102.2;205851;CAMISETA MASCULINA;102;CINZA CLARO;2;2
205851.0102.3;205851;CAMISETA MASCULINA;102;CINZA CLARO;3;3
205851.0102.4;205851;CAMISETA MASCULINA;102;CINZA CLARO;4;4
205851.0102.5;205851;CAMISETA MASCULINA;102;CINZA CLARO;5;6
205851.0102.6;205851;CAMISETA MASCULINA;102;CINZA CLARO;6;8
205851.6142.1;205851;CAMISETA MASCULINA;6142;AZUL INDIGO;1;1
205851.6142.2;205851;CAMISETA MASCULINA;6142;AZUL INDIGO;2;2
205851.6142.3;205851;CAMISETA MASCULINA;6142;AZUL INDIGO;3;3
205851.6142.4;205851;CAMISETA MASCULINA;6142;AZUL INDIGO;4;4
205851.6142.5;205851;CAMISETA MASCULINA;6142;AZUL INDIGO;5;6
205851.6142.6;205851;CAMISETA MASCULINA;6142;AZUL INDIGO;6;8
205868.0020.1;205868;CONJUNTO MASC.;20;MESCLA;1;1
205868.0020.2;205868;CONJUNTO MASC.;20;MESCLA;2;2
205868.0020.3;205868;CONJUNTO MASC.;20;MESCLA;3;3
205868.0020.4;205868;CONJUNTO MASC.;20;MESCLA;4;4
205868.0020.5;205868;CONJUNTO MASC.;20;MESCLA;5;6
205868.0020.6;205868;CONJUNTO MASC.;20;MESCLA;6;8
205868.4372.1;205868;CONJUNTO MASC.;4372;VERMELHO;1;1
205868.4372.2;205868;CONJUNTO MASC.;4372;VERMELHO;2;2
205868.4372.3;205868;CONJUNTO MASC.;4372;VERMELHO;3;3
205868.4372.4;205868;CONJUNTO MASC.;4372;VERMELHO;4;4
205868.4372.5;205868;CONJUNTO MASC.;4372;VERMELHO;5;6
205868.4372.6;205868;CONJUNTO MASC.;4372;VERMELHO;6;8
205868.7880.1;205868;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;1;1
205868.7880.2;205868;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;2;2
205868.7880.3;205868;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;3;3
205868.7880.4;205868;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;4;4
205868.7880.5;205868;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;5;6
205868.7880.6;205868;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;6;8
205905.0398.1;205905;CONJUNTO MASC.;398;CHUMBO KYLY;1;4
205905.0398.2;205905;CONJUNTO MASC.;398;CHUMBO KYLY;2;6
205905.0398.3;205905;CONJUNTO MASC.;398;CHUMBO KYLY;3;8
205905.0398.4;205905;CONJUNTO MASC.;398;CHUMBO KYLY;4;10
205905.0398.5;205905;CONJUNTO MASC.;398;CHUMBO KYLY;5;12
205905.0398.6;205905;CONJUNTO MASC.;398;CHUMBO KYLY;6;14
205905.0398.7;205905;CONJUNTO MASC.;398;CHUMBO KYLY;7;16
205905.6101.1;205905;CONJUNTO MASC.;6101;MARINHO 19-4025;1;4
205905.6101.2;205905;CONJUNTO MASC.;6101;MARINHO 19-4025;2;6
205905.6101.3;205905;CONJUNTO MASC.;6101;MARINHO 19-4025;3;8
205905.6101.4;205905;CONJUNTO MASC.;6101;MARINHO 19-4025;4;10
205905.6101.5;205905;CONJUNTO MASC.;6101;MARINHO 19-4025;5;12
205905.6101.6;205905;CONJUNTO MASC.;6101;MARINHO 19-4025;6;14
205905.6101.7;205905;CONJUNTO MASC.;6101;MARINHO 19-4025;7;16
205905.9010.1;205905;CONJUNTO MASC.;9010;PRETO;1;4
205905.9010.2;205905;CONJUNTO MASC.;9010;PRETO;2;6
205905.9010.3;205905;CONJUNTO MASC.;9010;PRETO;3;8
205905.9010.4;205905;CONJUNTO MASC.;9010;PRETO;4;10
205905.9010.5;205905;CONJUNTO MASC.;9010;PRETO;5;12
205905.9010.6;205905;CONJUNTO MASC.;9010;PRETO;6;14
205905.9010.7;205905;CONJUNTO MASC.;9010;PRETO;7;16
205787.0001.1;205787;BLUSA FEMININA;1;BRANCO;1;P
205787.0001.2;205787;BLUSA FEMININA;1;BRANCO;2;M
205787.0001.3;205787;BLUSA FEMININA;1;BRANCO;3;G
205787.0001.4;205787;BLUSA FEMININA;1;BRANCO;4;GG
205787.0001.5;205787;BLUSA FEMININA;1;BRANCO;5;1
205787.0001.6;205787;BLUSA FEMININA;1;BRANCO;6;2
205787.0001.7;205787;BLUSA FEMININA;1;BRANCO;7;3
205787.0001.8;205787;BLUSA FEMININA;1;BRANCO;8;4
205787.0001.9;205787;BLUSA FEMININA;1;BRANCO;9;6
205787.0001.10;205787;BLUSA FEMININA;1;BRANCO;10;8
205787.4591.1;205787;BLUSA FEMININA;4591;ROSA 14-2304 KYLY;1;P
205787.4591.2;205787;BLUSA FEMININA;4591;ROSA 14-2304 KYLY;2;M
205787.4591.3;205787;BLUSA FEMININA;4591;ROSA 14-2304 KYLY;3;G
205787.4591.4;205787;BLUSA FEMININA;4591;ROSA 14-2304 KYLY;4;GG
205787.4591.5;205787;BLUSA FEMININA;4591;ROSA 14-2304 KYLY;5;1
205787.4591.6;205787;BLUSA FEMININA;4591;ROSA 14-2304 KYLY;6;2
205787.4591.7;205787;BLUSA FEMININA;4591;ROSA 14-2304 KYLY;7;3
205787.4591.8;205787;BLUSA FEMININA;4591;ROSA 14-2304 KYLY;8;4
205787.4591.9;205787;BLUSA FEMININA;4591;ROSA 14-2304 KYLY;9;6
205787.4591.10;205787;BLUSA FEMININA;4591;ROSA 14-2304 KYLY;10;8
205787.5459.1;205787;BLUSA FEMININA;5459;LILAS 17-3612;1;P
205787.5459.2;205787;BLUSA FEMININA;5459;LILAS 17-3612;2;M
205787.5459.3;205787;BLUSA FEMININA;5459;LILAS 17-3612;3;G
205787.5459.4;205787;BLUSA FEMININA;5459;LILAS 17-3612;4;GG
205787.5459.5;205787;BLUSA FEMININA;5459;LILAS 17-3612;5;1
205787.5459.6;205787;BLUSA FEMININA;5459;LILAS 17-3612;6;2
205787.5459.7;205787;BLUSA FEMININA;5459;LILAS 17-3612;7;3
205787.5459.8;205787;BLUSA FEMININA;5459;LILAS 17-3612;8;4
205787.5459.9;205787;BLUSA FEMININA;5459;LILAS 17-3612;9;6
205787.5459.10;205787;BLUSA FEMININA;5459;LILAS 17-3612;10;8
205797.4361.1;205797;CONJUNTO FEM.;4361;ROSA CLARO;1;P
205797.4361.2;205797;CONJUNTO FEM.;4361;ROSA CLARO;2;M
205797.4361.3;205797;CONJUNTO FEM.;4361;ROSA CLARO;3;G
205797.4361.4;205797;CONJUNTO FEM.;4361;ROSA CLARO;4;GG
205797.4361.5;205797;CONJUNTO FEM.;4361;ROSA CLARO;5;1
205797.4361.6;205797;CONJUNTO FEM.;4361;ROSA CLARO;6;2
205797.4361.7;205797;CONJUNTO FEM.;4361;ROSA CLARO;7;3
205797.4361.8;205797;CONJUNTO FEM.;4361;ROSA CLARO;8;4
205797.4361.9;205797;CONJUNTO FEM.;4361;ROSA CLARO;9;6
205797.4361.10;205797;CONJUNTO FEM.;4361;ROSA CLARO;10;8
205797.4693.1;205797;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;1;P
205797.4693.2;205797;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;2;M
205797.4693.3;205797;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;3;G
205797.4693.4;205797;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;4;GG
205797.4693.5;205797;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;5;1
205797.4693.6;205797;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;6;2
205797.4693.7;205797;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;7;3
205797.4693.8;205797;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;8;4
205797.4693.9;205797;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;9;6
205797.4693.10;205797;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;10;8
205797.5343.1;205797;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;1;P
205797.5343.2;205797;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;2;M
205797.5343.3;205797;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;3;G
205797.5343.4;205797;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;4;GG
205797.5343.5;205797;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;5;1
205797.5343.6;205797;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;6;2
205797.5343.7;205797;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;7;3
205797.5343.8;205797;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;8;4
205797.5343.9;205797;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;9;6
205797.5343.10;205797;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;10;8
205806.0020.1;205806;CAMISETA MASCULINA;20;MESCLA;1;P
205806.0020.2;205806;CAMISETA MASCULINA;20;MESCLA;2;M
205806.0020.3;205806;CAMISETA MASCULINA;20;MESCLA;3;G
205806.0020.4;205806;CAMISETA MASCULINA;20;MESCLA;4;GG
205806.0020.5;205806;CAMISETA MASCULINA;20;MESCLA;5;1
205806.0020.6;205806;CAMISETA MASCULINA;20;MESCLA;6;2
205806.0020.7;205806;CAMISETA MASCULINA;20;MESCLA;7;3
205806.4372.1;205806;CAMISETA MASCULINA;4372;VERMELHO;1;P
205806.4372.2;205806;CAMISETA MASCULINA;4372;VERMELHO;2;M
205806.4372.3;205806;CAMISETA MASCULINA;4372;VERMELHO;3;G
205806.4372.4;205806;CAMISETA MASCULINA;4372;VERMELHO;4;GG
205806.4372.5;205806;CAMISETA MASCULINA;4372;VERMELHO;5;1
205806.4372.6;205806;CAMISETA MASCULINA;4372;VERMELHO;6;2
205806.4372.7;205806;CAMISETA MASCULINA;4372;VERMELHO;7;3
205806.6532.1;205806;CAMISETA MASCULINA;6532;AZUL 19-4049 KYLY;1;P
205806.6532.2;205806;CAMISETA MASCULINA;6532;AZUL 19-4049 KYLY;2;M
205806.6532.3;205806;CAMISETA MASCULINA;6532;AZUL 19-4049 KYLY;3;G
205806.6532.4;205806;CAMISETA MASCULINA;6532;AZUL 19-4049 KYLY;4;GG
205806.6532.5;205806;CAMISETA MASCULINA;6532;AZUL 19-4049 KYLY;5;1
205806.6532.6;205806;CAMISETA MASCULINA;6532;AZUL 19-4049 KYLY;6;2
205806.6532.7;205806;CAMISETA MASCULINA;6532;AZUL 19-4049 KYLY;7;3
205810.4372.1;205810;CAMISETA MASCULINA;4372;VERMELHO;1;P
205810.4372.2;205810;CAMISETA MASCULINA;4372;VERMELHO;2;M
205810.4372.3;205810;CAMISETA MASCULINA;4372;VERMELHO;3;G
205810.4372.4;205810;CAMISETA MASCULINA;4372;VERMELHO;4;GG
205810.4372.5;205810;CAMISETA MASCULINA;4372;VERMELHO;5;1
205810.4372.6;205810;CAMISETA MASCULINA;4372;VERMELHO;6;2
205810.4372.7;205810;CAMISETA MASCULINA;4372;VERMELHO;7;3
205810.4372.8;205810;CAMISETA MASCULINA;4372;VERMELHO;8;4
205810.4372.9;205810;CAMISETA MASCULINA;4372;VERMELHO;9;6
205810.4372.10;205810;CAMISETA MASCULINA;4372;VERMELHO;10;8
205810.6101.1;205810;CAMISETA MASCULINA;6101;MARINHO 19-4025;1;P
205810.6101.2;205810;CAMISETA MASCULINA;6101;MARINHO 19-4025;2;M
205810.6101.3;205810;CAMISETA MASCULINA;6101;MARINHO 19-4025;3;G
205810.6101.4;205810;CAMISETA MASCULINA;6101;MARINHO 19-4025;4;GG
205810.6101.5;205810;CAMISETA MASCULINA;6101;MARINHO 19-4025;5;1
205810.6101.6;205810;CAMISETA MASCULINA;6101;MARINHO 19-4025;6;2
205810.6101.7;205810;CAMISETA MASCULINA;6101;MARINHO 19-4025;7;3
205810.6101.8;205810;CAMISETA MASCULINA;6101;MARINHO 19-4025;8;4
205810.6101.9;205810;CAMISETA MASCULINA;6101;MARINHO 19-4025;9;6
205810.6101.10;205810;CAMISETA MASCULINA;6101;MARINHO 19-4025;10;8
205810.7125.1;205810;CAMISETA MASCULINA;7125;VERDE JADE (17-5126);1;P
205810.7125.2;205810;CAMISETA MASCULINA;7125;VERDE JADE (17-5126);2;M
205810.7125.3;205810;CAMISETA MASCULINA;7125;VERDE JADE (17-5126);3;G
205810.7125.4;205810;CAMISETA MASCULINA;7125;VERDE JADE (17-5126);4;GG
205810.7125.5;205810;CAMISETA MASCULINA;7125;VERDE JADE (17-5126);5;1
205810.7125.6;205810;CAMISETA MASCULINA;7125;VERDE JADE (17-5126);6;2
205810.7125.7;205810;CAMISETA MASCULINA;7125;VERDE JADE (17-5126);7;3
205810.7125.8;205810;CAMISETA MASCULINA;7125;VERDE JADE (17-5126);8;4
205810.7125.9;205810;CAMISETA MASCULINA;7125;VERDE JADE (17-5126);9;6
205810.7125.10;205810;CAMISETA MASCULINA;7125;VERDE JADE (17-5126);10;8
205829.0001.1;205829;BLUSA FEMININA;1;BRANCO;1;1
205829.0001.2;205829;BLUSA FEMININA;1;BRANCO;2;2
205829.0001.3;205829;BLUSA FEMININA;1;BRANCO;3;3
205829.0001.4;205829;BLUSA FEMININA;1;BRANCO;4;4
205829.0001.5;205829;BLUSA FEMININA;1;BRANCO;5;6
205829.0001.6;205829;BLUSA FEMININA;1;BRANCO;6;8
205829.4693.1;205829;BLUSA FEMININA;4693;PINK 17-2031 KYLY;1;1
205829.4693.2;205829;BLUSA FEMININA;4693;PINK 17-2031 KYLY;2;2
205829.4693.3;205829;BLUSA FEMININA;4693;PINK 17-2031 KYLY;3;3
205829.4693.4;205829;BLUSA FEMININA;4693;PINK 17-2031 KYLY;4;4
205829.4693.5;205829;BLUSA FEMININA;4693;PINK 17-2031 KYLY;5;6
205829.4693.6;205829;BLUSA FEMININA;4693;PINK 17-2031 KYLY;6;8
205829.5343.1;205829;BLUSA FEMININA;5343;LILAS 15-3214 KYLY;1;1
205829.5343.2;205829;BLUSA FEMININA;5343;LILAS 15-3214 KYLY;2;2
205829.5343.3;205829;BLUSA FEMININA;5343;LILAS 15-3214 KYLY;3;3
205829.5343.4;205829;BLUSA FEMININA;5343;LILAS 15-3214 KYLY;4;4
205829.5343.5;205829;BLUSA FEMININA;5343;LILAS 15-3214 KYLY;5;6
205829.5343.6;205829;BLUSA FEMININA;5343;LILAS 15-3214 KYLY;6;8
205823.0398.1;205823;CONJUNTO MASC.;398;CHUMBO KYLY;1;P
205823.0398.2;205823;CONJUNTO MASC.;398;CHUMBO KYLY;2;M
205823.0398.3;205823;CONJUNTO MASC.;398;CHUMBO KYLY;3;G
205823.0398.4;205823;CONJUNTO MASC.;398;CHUMBO KYLY;4;GG
205823.0398.5;205823;CONJUNTO MASC.;398;CHUMBO KYLY;5;1
205823.0398.6;205823;CONJUNTO MASC.;398;CHUMBO KYLY;6;2
205823.0398.7;205823;CONJUNTO MASC.;398;CHUMBO KYLY;7;3
205823.0398.8;205823;CONJUNTO MASC.;398;CHUMBO KYLY;8;4
205823.0398.9;205823;CONJUNTO MASC.;398;CHUMBO KYLY;9;6
205823.0398.10;205823;CONJUNTO MASC.;398;CHUMBO KYLY;10;8
205823.6101.1;205823;CONJUNTO MASC.;6101;MARINHO 19-4025;1;P
205823.6101.2;205823;CONJUNTO MASC.;6101;MARINHO 19-4025;2;M
205823.6101.3;205823;CONJUNTO MASC.;6101;MARINHO 19-4025;3;G
205823.6101.4;205823;CONJUNTO MASC.;6101;MARINHO 19-4025;4;GG
205823.6101.5;205823;CONJUNTO MASC.;6101;MARINHO 19-4025;5;1
205823.6101.6;205823;CONJUNTO MASC.;6101;MARINHO 19-4025;6;2
205823.6101.7;205823;CONJUNTO MASC.;6101;MARINHO 19-4025;7;3
205823.6101.8;205823;CONJUNTO MASC.;6101;MARINHO 19-4025;8;4
205823.6101.9;205823;CONJUNTO MASC.;6101;MARINHO 19-4025;9;6
205823.6101.10;205823;CONJUNTO MASC.;6101;MARINHO 19-4025;10;8
205823.7969.1;205823;CONJUNTO MASC.;7969;VERDE BOTELA 19-5411 KYLY;1;P
205823.7969.2;205823;CONJUNTO MASC.;7969;VERDE BOTELA 19-5411 KYLY;2;M
205823.7969.3;205823;CONJUNTO MASC.;7969;VERDE BOTELA 19-5411 KYLY;3;G
205823.7969.4;205823;CONJUNTO MASC.;7969;VERDE BOTELA 19-5411 KYLY;4;GG
205823.7969.5;205823;CONJUNTO MASC.;7969;VERDE BOTELA 19-5411 KYLY;5;1
205823.7969.6;205823;CONJUNTO MASC.;7969;VERDE BOTELA 19-5411 KYLY;6;2
205823.7969.7;205823;CONJUNTO MASC.;7969;VERDE BOTELA 19-5411 KYLY;7;3
205823.7969.8;205823;CONJUNTO MASC.;7969;VERDE BOTELA 19-5411 KYLY;8;4
205823.7969.9;205823;CONJUNTO MASC.;7969;VERDE BOTELA 19-5411 KYLY;9;6
205823.7969.10;205823;CONJUNTO MASC.;7969;VERDE BOTELA 19-5411 KYLY;10;8
205842.0021.1;205842;CONJUNTO FEM.;21;BEGE 13-0000;1;1
205842.0021.2;205842;CONJUNTO FEM.;21;BEGE 13-0000;2;2
205842.0021.3;205842;CONJUNTO FEM.;21;BEGE 13-0000;3;3
205842.0021.4;205842;CONJUNTO FEM.;21;BEGE 13-0000;4;4
205842.0021.5;205842;CONJUNTO FEM.;21;BEGE 13-0000;5;6
205842.0021.6;205842;CONJUNTO FEM.;21;BEGE 13-0000;6;8
205842.4591.1;205842;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;1;1
205842.4591.2;205842;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;2;2
205842.4591.3;205842;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;3;3
205842.4591.4;205842;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;4;4
205842.4591.5;205842;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;5;6
205842.4591.6;205842;CONJUNTO FEM.;4591;ROSA 14-2304 KYLY;6;8
205842.4693.1;205842;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;1;1
205842.4693.2;205842;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;2;2
205842.4693.3;205842;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;3;3
205842.4693.4;205842;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;4;4
205842.4693.5;205842;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;5;6
205842.4693.6;205842;CONJUNTO FEM.;4693;PINK 17-2031 KYLY;6;8
205881.5425.1;205881;CASACO FEMININO;5425;UVA 18-3410 KYLY;1;4
205881.5425.2;205881;CASACO FEMININO;5425;UVA 18-3410 KYLY;2;6
205881.5425.3;205881;CASACO FEMININO;5425;UVA 18-3410 KYLY;3;8
205881.5425.4;205881;CASACO FEMININO;5425;UVA 18-3410 KYLY;4;10
205881.5425.5;205881;CASACO FEMININO;5425;UVA 18-3410 KYLY;5;12
205881.5425.6;205881;CASACO FEMININO;5425;UVA 18-3410 KYLY;6;14
205881.5425.7;205881;CASACO FEMININO;5425;UVA 18-3410 KYLY;7;16
205881.5457.1;205881;CASACO FEMININO;5457;VINHO 19-2025 KYLY;1;4
205881.5457.2;205881;CASACO FEMININO;5457;VINHO 19-2025 KYLY;2;6
205881.5457.3;205881;CASACO FEMININO;5457;VINHO 19-2025 KYLY;3;8
205881.5457.4;205881;CASACO FEMININO;5457;VINHO 19-2025 KYLY;4;10
205881.5457.5;205881;CASACO FEMININO;5457;VINHO 19-2025 KYLY;5;12
205881.5457.6;205881;CASACO FEMININO;5457;VINHO 19-2025 KYLY;6;14
205881.5457.7;205881;CASACO FEMININO;5457;VINHO 19-2025 KYLY;7;16
205881.9010.1;205881;CASACO FEMININO;9010;PRETO;1;4
205881.9010.2;205881;CASACO FEMININO;9010;PRETO;2;6
205881.9010.3;205881;CASACO FEMININO;9010;PRETO;3;8
205881.9010.4;205881;CASACO FEMININO;9010;PRETO;4;10
205881.9010.5;205881;CASACO FEMININO;9010;PRETO;5;12
205881.9010.6;205881;CASACO FEMININO;9010;PRETO;6;14
205881.9010.7;205881;CASACO FEMININO;9010;PRETO;7;16
205882.0021.1;205882;COLETE FEMININO;21;BEGE 13-0000;1;4
205882.0021.2;205882;COLETE FEMININO;21;BEGE 13-0000;2;6
205882.0021.3;205882;COLETE FEMININO;21;BEGE 13-0000;3;8
205882.0021.4;205882;COLETE FEMININO;21;BEGE 13-0000;4;10
205882.0021.5;205882;COLETE FEMININO;21;BEGE 13-0000;5;12
205882.0021.6;205882;COLETE FEMININO;21;BEGE 13-0000;6;14
205882.0021.7;205882;COLETE FEMININO;21;BEGE 13-0000;7;16
205882.4647.1;205882;COLETE FEMININO;4647;NUDE 14-1309 KYLY;1;4
205882.4647.2;205882;COLETE FEMININO;4647;NUDE 14-1309 KYLY;2;6
205882.4647.3;205882;COLETE FEMININO;4647;NUDE 14-1309 KYLY;3;8
205882.4647.4;205882;COLETE FEMININO;4647;NUDE 14-1309 KYLY;4;10
205882.4647.5;205882;COLETE FEMININO;4647;NUDE 14-1309 KYLY;5;12
205882.4647.6;205882;COLETE FEMININO;4647;NUDE 14-1309 KYLY;6;14
205882.4647.7;205882;COLETE FEMININO;4647;NUDE 14-1309 KYLY;7;16
205882.4878.1;205882;COLETE FEMININO;4878;VERMELHO 19-1656 KYLY;1;4
205882.4878.2;205882;COLETE FEMININO;4878;VERMELHO 19-1656 KYLY;2;6
205882.4878.3;205882;COLETE FEMININO;4878;VERMELHO 19-1656 KYLY;3;8
205882.4878.4;205882;COLETE FEMININO;4878;VERMELHO 19-1656 KYLY;4;10
205882.4878.5;205882;COLETE FEMININO;4878;VERMELHO 19-1656 KYLY;5;12
205882.4878.6;205882;COLETE FEMININO;4878;VERMELHO 19-1656 KYLY;6;14
205882.4878.7;205882;COLETE FEMININO;4878;VERMELHO 19-1656 KYLY;7;16
205887.5110.1;205887;CONJUNTO FEM.;5110;ROXO;1;4
205887.5110.2;205887;CONJUNTO FEM.;5110;ROXO;2;6
205887.5110.3;205887;CONJUNTO FEM.;5110;ROXO;3;8
205887.5110.4;205887;CONJUNTO FEM.;5110;ROXO;4;10
205887.5110.5;205887;CONJUNTO FEM.;5110;ROXO;5;12
205887.5110.6;205887;CONJUNTO FEM.;5110;ROXO;6;14
205887.5110.7;205887;CONJUNTO FEM.;5110;ROXO;7;16
205887.6101.1;205887;CONJUNTO FEM.;6101;MARINHO 19-4025;1;4
205887.6101.2;205887;CONJUNTO FEM.;6101;MARINHO 19-4025;2;6
205887.6101.3;205887;CONJUNTO FEM.;6101;MARINHO 19-4025;3;8
205887.6101.4;205887;CONJUNTO FEM.;6101;MARINHO 19-4025;4;10
205887.6101.5;205887;CONJUNTO FEM.;6101;MARINHO 19-4025;5;12
205887.6101.6;205887;CONJUNTO FEM.;6101;MARINHO 19-4025;6;14
205887.6101.7;205887;CONJUNTO FEM.;6101;MARINHO 19-4025;7;16
205887.9010.1;205887;CONJUNTO FEM.;9010;PRETO;1;4
205887.9010.2;205887;CONJUNTO FEM.;9010;PRETO;2;6
205887.9010.3;205887;CONJUNTO FEM.;9010;PRETO;3;8
205887.9010.4;205887;CONJUNTO FEM.;9010;PRETO;4;10
205887.9010.5;205887;CONJUNTO FEM.;9010;PRETO;5;12
205887.9010.6;205887;CONJUNTO FEM.;9010;PRETO;6;14
205887.9010.7;205887;CONJUNTO FEM.;9010;PRETO;7;16
205894.0398.1;205894;POLO MASCULINA;398;CHUMBO KYLY;1;4
205894.0398.2;205894;POLO MASCULINA;398;CHUMBO KYLY;2;6
205894.0398.3;205894;POLO MASCULINA;398;CHUMBO KYLY;3;8
205894.0398.4;205894;POLO MASCULINA;398;CHUMBO KYLY;4;10
205894.0398.5;205894;POLO MASCULINA;398;CHUMBO KYLY;5;12
205894.0398.6;205894;POLO MASCULINA;398;CHUMBO KYLY;6;14
205894.0398.7;205894;POLO MASCULINA;398;CHUMBO KYLY;7;16
205894.6101.1;205894;POLO MASCULINA;6101;MARINHO 19-4025;1;4
205894.6101.2;205894;POLO MASCULINA;6101;MARINHO 19-4025;2;6
205894.6101.3;205894;POLO MASCULINA;6101;MARINHO 19-4025;3;8
205894.6101.4;205894;POLO MASCULINA;6101;MARINHO 19-4025;4;10
205894.6101.5;205894;POLO MASCULINA;6101;MARINHO 19-4025;5;12
205894.6101.6;205894;POLO MASCULINA;6101;MARINHO 19-4025;6;14
205894.6101.7;205894;POLO MASCULINA;6101;MARINHO 19-4025;7;16
205894.9010.1;205894;POLO MASCULINA;9010;PRETO;1;4
205894.9010.2;205894;POLO MASCULINA;9010;PRETO;2;6
205894.9010.3;205894;POLO MASCULINA;9010;PRETO;3;8
205894.9010.4;205894;POLO MASCULINA;9010;PRETO;4;10
205894.9010.5;205894;POLO MASCULINA;9010;PRETO;5;12
205894.9010.6;205894;POLO MASCULINA;9010;PRETO;6;14
205894.9010.7;205894;POLO MASCULINA;9010;PRETO;7;16
205903.0398.1;205903;CONJUNTO MASC.;398;CHUMBO KYLY;1;4
205903.0398.2;205903;CONJUNTO MASC.;398;CHUMBO KYLY;2;6
205903.0398.3;205903;CONJUNTO MASC.;398;CHUMBO KYLY;3;8
205903.0398.4;205903;CONJUNTO MASC.;398;CHUMBO KYLY;4;10
205903.0398.5;205903;CONJUNTO MASC.;398;CHUMBO KYLY;5;12
205903.0398.6;205903;CONJUNTO MASC.;398;CHUMBO KYLY;6;14
205903.0398.7;205903;CONJUNTO MASC.;398;CHUMBO KYLY;7;16
205903.6101.1;205903;CONJUNTO MASC.;6101;MARINHO 19-4025;1;4
205903.6101.2;205903;CONJUNTO MASC.;6101;MARINHO 19-4025;2;6
205903.6101.3;205903;CONJUNTO MASC.;6101;MARINHO 19-4025;3;8
205903.6101.4;205903;CONJUNTO MASC.;6101;MARINHO 19-4025;4;10
205903.6101.5;205903;CONJUNTO MASC.;6101;MARINHO 19-4025;5;12
205903.6101.6;205903;CONJUNTO MASC.;6101;MARINHO 19-4025;6;14
